Day,Hire_count,temp,feelslike,humidity,precip,dew,windspeed,conditions,Season
14-04-2020,14625,8.3,6.8,53,0,-0.9,16,1,2
15-04-2020,18067,10.4,10.2,59.1,0,2.1,14.4,1,2
16-04-2020,16660,12.7,12.5,63.6,0,5.4,14.2,1,2
17-04-2020,11211,11.5,11.2,67.1,0.61,5.5,24.2,3,2
18-04-2020,20331,10.2,9.2,76.7,2.84,6.3,17.5,3,2
19-04-2020,39996,12,11.6,62.3,0,4.2,22.1,1,2
20-04-2020,17453,12.3,11.5,54.7,0,2.7,30.2,1,2
21-04-2020,18745,13.6,13.5,50,0,2.9,28.8,1,2
22-04-2020,21173,14.4,14.1,52.7,0.2,3.9,22.7,3,2
23-04-2020,23869,15.1,14.8,56.1,0,5.5,13.2,1,2
24-04-2020,23367,14.8,14.8,55.4,0,5.4,14.3,1,2
25-04-2020,38063,10.9,10.1,69,0,5.2,15.8,1,2
26-04-2020,39116,12.8,12.8,62,0,4.7,12.1,1,2
27-04-2020,17205,13.1,13,62.8,0,6.1,17.1,1,2
28-04-2020,4872,8.9,7.2,86.9,11.4,6.8,18,3,2
29-04-2020,11432,10.5,10.3,80.1,5.78,7,22.5,3,2
30-04-2020,9116,9.7,8.2,81.5,8.99,6.5,32.2,3,2
01-05-2020,14663,11,10.1,71.4,0.21,5.8,25,3,2
02-05-2020,38474,12,11.1,61.5,0,4.3,16.3,1,2
03-05-2020,26982,12.4,12.4,65.6,0,5.8,10.4,1,2
04-05-2020,18332,13.2,13.1,64.6,0,6.4,22.4,1,2
05-05-2020,18503,11,10,61.1,0,3.4,26.6,1,2
06-05-2020,23350,11.8,11.1,61.4,0,3.9,15.1,1,2
07-05-2020,27389,15.1,15,61.5,0,6.7,15.3,1,2
08-05-2020,43669,17.4,17.4,52.6,0,7.1,8.6,1,2
09-05-2020,48752,17.7,17.7,53.7,0,7.1,18.5,1,2
10-05-2020,23540,13.2,12.3,63.2,0,6.3,33.9,1,2
11-05-2020,13366,8.8,6.4,49.9,0,-1.3,35.1,1,2
12-05-2020,20120,9.6,9.3,53.3,0,-0.1,11.3,1,2
13-05-2020,16886,9.9,8.9,54,0,0.7,21.8,1,2
14-05-2020,20445,9,7.8,57.9,0,0.6,20.4,1,2
15-05-2020,28363,12,12,55.1,0,2.5,13.4,1,2
16-05-2020,46227,13.2,13.1,52.3,0,3.3,16.1,1,2
17-05-2020,51422,14.4,14.2,57.9,0,5.6,21.1,1,2
18-05-2020,29598,16.9,16.9,52.1,0,6,23.3,1,2
19-05-2020,35525,18.9,18.9,58.4,0,10.1,16.9,1,2
20-05-2020,42827,20.6,20.6,53.6,0,9.9,17.1,1,2
21-05-2020,36203,21.3,21.2,50.9,0,9.7,13.1,1,2
22-05-2020,36817,19,19,49.4,0,7.6,32.3,1,2
23-05-2020,40769,14.8,14.8,56,1,5.6,37.5,3,2
24-05-2020,55805,16.3,16.3,59,0,7.8,25.6,1,2
25-05-2020,67034,18.7,18.7,53.8,0,8.2,13.6,1,2
26-05-2020,38386,19.9,19.9,51.5,0,8.5,11.9,1,2
27-05-2020,38327,19.2,19.2,54.8,0,9.6,15.9,1,2
28-05-2020,40682,16.5,16.5,52.7,0,5.9,20.2,1,2
29-05-2020,45693,17,17,50.3,0,5.5,18.4,1,2
30-05-2020,70170,17.6,17.6,53.4,0,6.7,23.1,1,2
31-05-2020,63116,18.3,18.3,47.6,0,6.4,25.3,1,2
01-06-2020,38376,18.8,18.8,52.8,0,8.2,19,1,3
02-06-2020,45524,19.1,19.1,48.1,0,6.9,13.1,1,3
03-06-2020,28915,16.6,16.6,62.8,0,9.4,21.2,1,3
04-06-2020,27752,13.2,13.2,66.7,0.4,6.9,18.8,3,3
05-06-2020,28586,12.9,12.9,62,1.81,5.4,28.9,3,3
06-06-2020,27731,10.6,9.7,72.2,7.98,5.6,33.6,3,3
07-06-2020,39225,12.7,12.2,76.9,0.22,8.4,15.8,3,3
08-06-2020,28859,13,13,65.4,0,6.6,17.5,1,3
09-06-2020,36702,14.5,14.5,55.9,0,5.5,13.8,1,3
10-06-2020,16957,13.4,13.4,79.3,0.22,9.9,16.2,3,3
11-06-2020,24710,14.8,14.8,77.6,0.61,10.9,25.2,3,3
12-06-2020,26990,16.7,16.7,78.3,0.21,12.9,24.7,3,3
13-06-2020,65045,18.5,18.5,67.3,0.01,11.6,23.8,3,3
14-06-2020,57516,18.3,18.3,67.9,1.01,11.9,17.5,3,3
15-06-2020,37990,18.1,18.1,66.9,0.01,11.4,13.2,3,3
16-06-2020,37758,18.5,18.5,66.3,0,11.7,13.7,1,3
17-06-2020,26514,17.1,17.1,77.7,16.88,13,16.1,3,3
18-06-2020,25666,16.1,16.1,83.3,17.2,13.1,18,3,3
19-06-2020,36582,16.1,16.1,74.7,0.41,11.6,26.5,3,3
20-06-2020,64041,17.1,17.1,69.7,0,11.3,21.2,1,3
21-06-2020,45485,18.1,18.1,64.6,0.8,11,25.8,3,3
22-06-2020,43004,17.5,17.5,60.2,0,9.2,19.1,1,3
23-06-2020,48287,20.9,20.9,58.1,0,11.7,14,1,3
24-06-2020,52131,23.6,23.4,54.5,0,13.3,18.9,1,3
25-06-2020,52389,24.6,24.4,54.2,0,14,21.3,1,3
26-06-2020,50978,23.3,23.4,62.4,0.6,15.2,24.6,3,3
27-06-2020,41381,17.6,17.6,74.9,2.61,13,33,3,3
28-06-2020,42221,16.1,16.1,67.3,0.8,9.8,32,3,3
29-06-2020,32538,15.6,15.6,61.3,2.98,8,34.9,3,3
30-06-2020,28707,16,16,76.3,0.81,11.8,22,3,3
01-07-2020,31474,17.5,17.5,74.8,4.97,12.9,25.7,3,3
02-07-2020,28054,16,16,79.3,0.23,12.3,20.9,3,3
03-07-2020,37423,16.2,16.2,75.2,4.96,11.5,31.6,3,3
04-07-2020,42173,17.7,17.7,83.9,1,14.9,28.7,3,3
05-07-2020,47227,18.4,18.4,62.3,0,10.5,37.8,1,3
06-07-2020,33688,16,16,59.7,0,7.9,28.4,1,3
07-07-2020,32208,15.9,15.9,63.9,0,8.8,24.1,1,3
08-07-2020,22306,16.7,16.7,90.2,10.17,15.1,15.8,3,3
09-07-2020,26128,17.6,17.6,86.4,1.23,15.3,21.5,3,3
10-07-2020,38143,15.8,15.8,67.4,2.2,9.3,19.5,3,3
11-07-2020,51371,15.8,15.8,58.8,0,7.3,17.5,1,3
12-07-2020,49653,17.8,17.8,56.7,0,8,15.5,1,3
13-07-2020,35317,19.4,19.4,52.7,0,8.9,23.7,1,3
14-07-2020,35224,18.2,18.2,69.7,1,12.2,15.4,3,3
15-07-2020,34126,16.7,16.7,67.1,0,10.6,15.9,1,3
16-07-2020,37401,18.9,18.9,68.6,0,13,17.8,1,3
17-07-2020,46734,22.1,22.1,60.2,0,13.4,20.2,1,3
18-07-2020,56654,20,20,62.1,0,12.1,20.8,1,3
19-07-2020,33988,17.6,17.6,69.6,0.4,11.7,13.4,3,3
20-07-2020,39255,17.5,17.5,51.5,0,6.8,14.3,1,3
21-07-2020,40542,17.5,17.5,48.8,0,6.2,12.5,1,3
22-07-2020,41579,19.9,19.9,49.9,0,8.8,19.2,1,3
23-07-2020,40105,19.5,19.5,55.5,0,9.9,24.3,1,3
24-07-2020,40929,20.2,20.2,66.5,0,13.6,20,1,3
25-07-2020,24828,18.2,18.2,83.5,3.03,15.4,27.6,3,3
26-07-2020,34216,17.1,17.1,78.8,6.78,13.1,23.6,3,3
27-07-2020,23892,18.1,18.1,80.9,1.2,14.8,43.6,3,3
28-07-2020,37887,17,17,61.7,0.6,9.1,24.7,3,3
29-07-2020,41163,17.5,17.5,58.4,0,8.8,16.4,1,3
30-07-2020,43105,21.5,21.2,49.1,0,9,13.5,1,3
31-07-2020,43267,25.6,25.3,51.3,0,13.6,29.5,1,3
01-08-2020,49591,21.5,21.5,61.5,0,13.4,23,1,3
02-08-2020,44097,18.8,18.8,59.3,0,10.3,22.3,1,3
03-08-2020,36822,18.9,18.9,52.7,0,8.6,16.6,1,3
04-08-2020,41429,18.1,18.1,63.5,0,10.2,24,1,3
05-08-2020,42674,20.4,20.4,58.5,0,11.3,30.2,1,3
06-08-2020,41172,22.5,22.6,67.6,0,15.8,18.4,1,3
07-08-2020,43349,25,24.6,52.8,0,12.9,16.7,1,3
08-08-2020,47667,25.4,25.6,56,0,15.8,16.5,1,3
09-08-2020,44699,24,24.2,63.7,0,16.1,17.3,1,3
10-08-2020,40033,26.4,26.6,58.3,0,16.9,17.1,1,3
11-08-2020,43139,27.4,27.6,57.4,0,17.3,12,1,3
12-08-2020,41957,26.9,27.3,59.7,0.02,17.9,20.1,3,3
13-08-2020,34296,23.2,23.3,71.7,0.02,17.8,17.8,3,3
14-08-2020,30322,18.9,18.9,84.8,0.46,16.3,13.1,3,3
15-08-2020,30834,18.8,18.8,91.3,1.43,17.4,12.4,3,3
16-08-2020,32727,20.6,20.6,83.4,14.94,17.4,13,3,3
17-08-2020,32065,18.7,18.7,80.8,13.71,15.1,15.9,3,3
18-08-2020,39694,19.8,19.8,73.4,0.02,14.8,22.6,3,3
19-08-2020,20690,18.4,18.4,92.1,10.02,17.1,19.1,3,3
20-08-2020,42900,20.9,20.9,66.3,0.4,13.9,25.9,3,3
21-08-2020,35563,20.5,20.5,65.4,0,13.7,42.4,1,3
22-08-2020,44600,19,19,66,0,12.3,33.8,1,3
23-08-2020,37229,18,18,68.6,0,12,25.9,1,3
24-08-2020,31659,17.1,17.1,75.7,1,12.5,16.9,3,3
25-08-2020,27213,17.9,17.9,81.7,6.23,14.6,38.8,3,3
26-08-2020,41188,18.3,18.3,64.2,0.99,11.3,29.3,3,3
27-08-2020,23767,15.5,15.5,81.7,0.06,12.3,19.2,3,3
28-08-2020,27689,15.2,15.2,81.6,4.83,11.9,23.4,3,3
29-08-2020,29091,13.4,13.4,78.5,3.01,9.6,23.7,3,3
30-08-2020,35248,14.2,14.2,68,0.01,8.2,21,3,3
31-08-2020,39872,13.2,13.2,69.1,0,7.2,9.2,1,3
01-09-2020,36669,14.2,14.2,69.1,0,7.8,9.8,1,4
02-09-2020,31809,15.2,15.2,76.2,0.6,10.6,19.2,3,4
03-09-2020,30832,18.6,18.6,82.8,2.79,15.7,24.2,3,4
04-09-2020,35992,16,16,73.1,0,11,20.5,1,4
05-09-2020,42640,14.2,14.2,73.2,1.99,9,18.7,3,4
06-09-2020,39964,14.5,14.5,73,0,9.4,15.1,1,4
07-09-2020,32954,15.8,15.8,78.5,0,11.8,24.2,1,4
08-09-2020,38508,19.8,19.8,78.7,0,15.9,17,1,4
09-09-2020,39425,18.4,18.4,75.2,0,13.8,15.9,1,4
10-09-2020,40273,15.4,15.4,60,0,7.4,9.6,1,4
11-09-2020,38358,14.5,14.5,67.6,0,8.3,21.8,1,4
12-09-2020,47615,16.8,16.8,65.5,0,10,19.2,1,4
13-09-2020,47141,18.5,18.5,71.5,0,12.8,17.6,1,4
14-09-2020,31631,19.4,19.3,70.3,0,12.7,13.4,1,4
15-09-2020,43592,21.8,21.9,70.6,0,15.7,14.1,1,4
16-09-2020,43355,21.4,21.4,64.2,0,14.1,19.8,1,4
17-09-2020,42033,16.9,16.9,63.3,0,9.5,22.6,1,4
18-09-2020,42106,16.2,16.2,64.9,0,9.2,28.2,1,4
19-09-2020,51764,18.5,18.5,61.5,0,10.1,24.7,1,4
20-09-2020,47835,18.7,18.7,64.8,0,11.3,17.9,1,4
21-09-2020,38776,17.1,17.1,73.6,0,11.8,10.1,1,4
22-09-2020,46181,18,18,71.2,0,12.1,25.7,1,4
23-09-2020,30731,16.2,16.2,83.7,4.41,13.4,23.7,3,4
24-09-2020,32999,11.7,11.4,74.7,4.81,7.1,23.9,3,4
25-09-2020,30833,11.2,10.3,68.4,1.99,5.1,35.6,3,4
26-09-2020,34352,10.5,9.4,65.5,0,4.2,27.6,1,4
27-09-2020,26694,12.1,12.1,69.6,0,6.7,27.6,1,4
28-09-2020,33146,13.7,13.7,69,0,7.8,16.4,1,4
29-09-2020,32116,15.7,15.7,83.4,2,12.7,13.8,3,4
30-09-2020,27200,14.2,14.2,86,1.01,11.8,24.6,3,4
01-10-2020,34441,13,13,76.6,5.99,8.7,17.2,3,4
02-10-2020,12207,12.5,12.5,91.2,13.58,11.1,32.9,3,4
03-10-2020,21909,13.8,13.8,89.8,43.72,12.2,22.7,3,4
04-10-2020,8779,10.1,8.9,93.6,28.2,9.1,26.2,3,4
05-10-2020,25748,12.7,12.2,84.9,0.6,10,25.1,3,4
06-10-2020,30723,13.3,13.3,81.6,5.78,10.1,30.6,3,4
07-10-2020,34225,12.5,12.3,75.9,0,8.2,24.3,1,4
08-10-2020,29150,14.7,14.7,83.5,5.2,11.9,29,3,4
09-10-2020,29389,9.7,9.4,87.2,1.99,7.5,22.9,3,4
10-10-2020,34838,9.1,8,83.6,0.2,6.4,16.8,3,4
11-10-2020,34123,10.5,10.1,79.3,0.99,6.8,12.1,3,4
12-10-2020,21308,9.7,9.7,88.4,0.21,7.8,10.2,3,4
13-10-2020,20948,9.6,9.3,90,8.97,8,16.3,3,4
14-10-2020,29591,11,10.5,81.5,2.2,7.9,20.6,3,4
15-10-2020,30112,10.2,9.2,79.6,0.6,6.8,19.7,3,4
16-10-2020,33858,10.6,10,76.1,0,6.4,13.7,1,4
17-10-2020,34167,10.9,10.9,78.2,0,7.2,10.4,1,4
18-10-2020,31540,10.5,10.5,82.8,0.2,7.7,6.7,3,4
19-10-2020,29221,12.3,12.2,71.1,0,7,23.3,1,4
20-10-2020,32568,15.3,15.3,77.7,0.6,11.4,27.9,3,4
21-10-2020,17842,14.8,14.8,92,10.04,13.5,26,3,4
22-10-2020,31992,13.4,13.4,81.5,0.2,10.2,22.8,3,4
23-10-2020,32333,12.7,12.7,85.4,0,10.2,24.9,1,4
24-10-2020,26255,12.7,12.5,83.6,0.61,10,35.1,3,4
25-10-2020,27462,10.4,9.7,84,8.07,7.8,21.9,3,4
26-10-2020,29578,9.8,8.7,81.2,0,6.7,23.6,1,4
27-10-2020,21496,9.9,9.1,89,1.02,8.2,24.6,3,4
28-10-2020,27747,10,8.9,80,2,6.6,27.1,3,4
29-10-2020,21958,11.9,11.9,86.1,3.01,9.7,0.2,3,4
30-10-2020,29425,15.3,15.3,85.5,0,12.9,20.5,1,4
31-10-2020,23300,13.4,13.4,81.5,7.62,10.3,29.2,3,4
01-11-2020,25625,14.7,14.7,82.6,0.4,11.8,35.9,3,4
02-11-2020,27663,14.1,13.9,72.8,0.41,9.2,40.9,3,4
03-11-2020,28623,8.1,6.2,77.9,9.77,4.5,27.9,3,4
04-11-2020,36971,6.3,6.2,84.4,0.2,3.6,9,3,4
05-11-2020,19762,5.3,5.2,94,0,4.4,9,1,4
06-11-2020,21849,7.8,7.2,81.7,0.2,4.6,16.8,3,4
07-11-2020,40469,9.7,9.3,87.2,0,7.6,9.2,1,4
08-11-2020,31318,12.7,12.7,91.5,0,11.3,8.8,1,4
09-11-2020,19955,13.6,13.6,92.5,4.01,12.4,12,3,4
10-11-2020,24860,12.3,12.3,92.2,1,11,10.5,3,4
11-11-2020,23661,12,12,87.8,0.2,10.1,30,3,4
12-11-2020,25865,11,10.8,79.4,3.03,7.5,23.8,3,4
13-11-2020,25767,11,10.9,80.4,0.6,7.8,19.8,3,4
14-11-2020,15491,12.9,12.9,86.3,1.04,10.7,27.9,3,4
15-11-2020,22687,11.2,10.2,82.6,14.62,8.2,35.3,3,4
16-11-2020,19152,10.6,10.2,81.2,0.4,7.5,29.5,3,4
17-11-2020,23524,13.2,13.2,83.1,1,10.4,23.6,3,4
18-11-2020,23011,12.5,12.1,78.2,0.4,8.8,25.5,3,4
19-11-2020,20455,8.4,6.1,76.1,0.8,4.4,30.2,3,4
20-11-2020,18225,6.7,5.8,89.2,1,5.1,18.4,3,4
21-11-2020,35358,11.3,11.3,79.5,0,7.9,28.2,1,4
22-11-2020,35315,9.4,9.2,83,0.4,6.6,18.5,3,4
23-11-2020,21680,6.9,6.2,89.3,0,5.2,12.7,1,4
24-11-2020,22773,10.7,10.3,81.8,0,7.7,20.7,1,4
25-11-2020,22103,10.6,10.2,84.5,0,8.1,16.9,1,4
26-11-2020,23694,7.6,7.3,79.9,0.2,4.3,7.4,3,4
27-11-2020,23667,4.7,4,89.4,0,3.1,8.7,1,4
28-11-2020,34416,9.3,8.4,90.1,0,7.8,12,1,4
29-11-2020,27107,8.3,7.3,88.7,0,6.5,11.5,1,4
30-11-2020,19199,7.4,5.4,89.4,0,5.6,26.9,1,4
01-12-2020,22282,6.6,4.3,72.6,0,2,17,1,1
02-12-2020,24615,5.6,4.6,84.1,0.2,3.1,11.5,3,1
03-12-2020,14619,5.5,3.5,91.5,14.21,4.2,17.7,3,1
04-12-2020,22624,4.7,1.3,83.9,3.79,2.1,22.8,3,1
05-12-2020,31470,5.5,2.8,78.2,0,2,18.7,1,1
06-12-2020,20583,4,2.1,86.2,1.99,1.9,12.8,3,1
07-12-2020,19778,2.3,1.5,93.7,0,1.4,6.6,1,1
08-12-2020,21625,2.9,2.1,93.8,0.61,2,8.3,3,1
09-12-2020,23013,5.6,3.2,87.2,1.99,3.6,14.2,3,1
10-12-2020,23516,6.9,4.7,85,0,4.6,19,1,1
11-12-2020,24943,9.1,8.2,93.6,7.58,8.2,18.5,3,1
12-12-2020,29258,7.8,5.6,85.3,0,5.4,20.5,1,1
13-12-2020,13220,7.4,5.9,92.2,2,6.2,23.9,3,1
14-12-2020,15959,10.5,9.7,88.1,13.76,8.5,27.3,3,1
15-12-2020,26241,9.3,8,86.9,2.19,7.2,18.3,3,1
16-12-2020,17574,9.3,7.8,85.4,2.01,7,22.9,3,1
17-12-2020,22945,9.4,8.3,85.2,0.2,7,23.8,3,1
18-12-2020,18542,11.5,11.5,87.2,0.41,9.5,30,3,1
19-12-2020,16643,10.4,9.8,82.7,1.64,7.6,26.6,3,1
20-12-2020,17397,8.1,6,82.8,5.78,5.3,21.3,3,1
21-12-2020,11190,11.1,10.3,91.7,2.01,9.9,25.7,3,1
22-12-2020,14805,11.7,11.7,87.3,2,9.6,29.8,3,1
23-12-2020,13215,11.3,11.1,91.2,3,9.9,22.7,3,1
24-12-2020,15630,5.3,1.4,76.4,1.99,1.5,27.1,3,1
25-12-2020,17741,2.7,-0.4,73.8,0,-1.6,18,1,1
26-12-2020,12557,6.7,4.7,84.3,0,4.3,41.3,1,1
27-12-2020,17726,6.4,3.5,82.1,16.95,3.6,45,3,1
28-12-2020,12631,2.4,0.2,91.2,0,1.1,15.2,1,1
29-12-2020,14666,3,0.4,84.9,0,0.7,13.6,1,1
30-12-2020,17079,2.1,0.1,88.8,0,0.4,13.1,1,1
31-12-2020,15004,0.7,-1.6,88.4,0,-1,10.9,1,1
